store_id,store_name,store_address,store_city,store_zipcode
107391,PETITS DISCOUNT LIQUORS,269 N WASHINGTON ST,PLAINVILLE,6062
107392,CONCORD SPIRIT SHOP LLC,26 Rembert St,WALLINGFORD,6492
107393,TOP SHELF WINE & LIQUOR,649 WEST MAIN STREET,WATERBURY,6702
107394,7-ELEVEN STORE,152 Taftville Occum Rd,NORWICH,6360
107395,ORANGE CENTER CONVENIENCE,661 ORANGE CENTER ROAD,ORANGE,6477
107396,7-ELEVEN STORE 32515A,65 EAST MAIN STREET,MOOSUP,6354
107397,SUPERIOR LIQUOR,265 ELLINGTON RD,EAST HARTFORD,6108
107398,STOP & SHOP #624,136 SAMSON ROCK DR,MADISON,6443
107399,STOP & SHOP #647,855 BRIDGEPORT AVE,MILFORD,6460
107401,ROQUI MINI MARKET,556 ZION ST,HARTFORD,6106
107404,SPENCER`S DELI,176 Spencer St,NAUGATUCK,6770
107405,TOWN & COUNTRY DISCOUNT LIQUOR,322 MAIN ST,TERRYVILLE,6786
107407,B & B TIRES & WHEELS LLC,684 N. Main St,NORWICH,6360
107408,FLANDERS SHELL,113 BOSTON POST RD,EAST LYME,6333
107409,GETTY MART,28 Main St,DANBURY,6810
107410,Winners New Britain,158 E MAIN ST,NEW BRITAIN,6051
107411,SMOKERS DISCOUNT WORLD,636 SILAS DEANE HWY,WETHERSFIELD,6109
107412,TIRE COUNTRY OF MANCHESTER Inc,270 W Middle Tpk,MANCHESTER,6040
107415,FORT HILL TEXACO,182 FORT HILL RD,MYSTIC,6355
107416,ONE STOP VARIETY & CIGAR,1085 HOPE STREET,STAMFORD,6907
107418,LOS PRIMOS GROCERY STORE,676 NOBLE AVE,BRIDGEPORT,6608
107420,7-ELEVEN STORE,70 SOUTH MAIN STREET,UNIONVILLE,6085
107421,WARREN GENERAL STORE,4 Cornwall Rd,WARREN,6754
107423,THE DELI EXPRESS,85 WOODTICK RD,WATERBURY,6705
107424,EXIT 9 SUNOCO,23 UNIVERSAL DR,NORTH HAVEN,6473
107425,DB MART #750,125 N. Eagleville Rd,STORRS,6268
107427,COUNTRY PACKAGE STORE,256 HARTFORD AVE,NEWINGTON,6111
107428,DB MART #728,56 ENFIELD ST,ENFIELD,6082
107429,STOGEY`S TOBACCO OUTLET,71 NEWTOWN RD,DANBURY,6810
107432,7-ELEVEN STORE 32523A,380 Rte 6,ANDOVER,6232
107433,SOUTH STREET PACKAGE STORE,145 Stanley St,NEW BRITAIN,6051
107435,DESI`S CORNER,16 RAILROAD PLACE,WESTPORT,6880
107436,NADEALI PETROLEUM,208 NEW HAVEN AVENUE,DERBY,6418
107437,COUSIN`S DAIRY & DELI,647 STANLEY ST,NEW BRITAIN,6051
107438,HAMDEN PETROLEUM,1994 WHITNEY AVENUE,HAMDEN,6517
107439,SHOPRITE OF WEST HAVEN,1131 CAMPBELL AVE,WEST HAVEN,6516
107441,7-ELEVEN STORE  #32522A,52 RTE 66,COLUMBIA,6237
107442,GATEWAY NEWS STAND,90 STATE HOUSE SQ,HARTFORD,6103
107443,DAILY MART,2204 SILAS DEANE HWY,ROCKY HILL,6067
107444,NORMAND W SPIRIT SHOPPE,361 NORTH MAIN STREET,WINSTED,6098
107445,HOLLYWOOD PACKAGE STORE,888 GRAND AVE,NEW HAVEN,6511
107446,MILLER`S FOOD CENTER,1480 ALBANY AVENUE,HARTFORD,6112
107447,RANA FOOD STORE,295 GREENWOOD AVENUE,BETHEL,6801
107448,GREENS FARM GETTY LLC,1830 POST ROAD EAST,WESTPORT,6880
107450,MASTER AMOCO,2505 NORTH AVE,BRIDGEPORT,6604
107452,MONTOWESE WINE & SPIRITS,130 MIDDLETOWN AVE,NORTH HAVEN,6473
107454,DAIRY PLUS,269 N WASHINGTON ST,PLAINVILLE,6062
107455,PILOT TRAVEL CENTER #255,433 Old Gate Ln,MILFORD,6460
107456,MARVINS MIDWAY AUTO,155 Boston Post Rd,WATERFORD,6385
107457,ANGEL MAE`S PLACE,209 Sawmill Rd,WEST HAVEN,6516
107458,RITTER PACKAGE STORE,224 ECHO LAKE RD,WATERTOWN,6795
107459,T VILLE FOOD MART,98 Pearl St,ENFIELD,6082
107460,I-BEEZ HANDY MART,8 CHURCH ST,ELLINGTON,6029
107461,7-ELEVEN STORE #32516A,102 RIVER RD,LISBON,6351
107462,LIQUOR CLOSET,279 BROAD ST,NEW LONDON,6320
107463,SPIRITS OF MADISON,142 SAMSON ROCK RD,MADISON,6443
107464,WHITFORD`S GENERAL STORE,1107 PLAINFIELD PIKE,ONECO,6373
107465,ESTRELLA GROCERY & DELI,362 W. Main St,WATERBURY,6710
107466,CORDIAL SHOPPE,967 SULLIVAN AVE,SOUTH WINDSOR,6074
107467,NEWINGTON WINE CELLAR,337 WILLARD AVE,NEWINGTON,6111
107468,BEST WAY CITGO,281 SHORE RD,OLD LYME,6371
107469,CONVENIENCE SHACK,112 OAK ST,NEW BRITAIN,6051
107470,LINCOLN SMOKE SHOP,560 W. MAIN ST,NEW BRITAIN,6053
107471,7-ELEVEN STORE 32519A,217 MAIN ST,WILLIMANTIC,6226
107472,COUNTRY PACKAGE STORE,256 RTE 81,KILLINGWORTH,6419
107474,J B PACKAGE STORE,857 THOMPSONVILLE RD,SUFFIELD,6078
107475,LIGHTHOUSE DELI LLC,350 STRATFORD RD,STRATFORD,6615
107476,OMAR`S DELI LLC,589 VALLEY ST,NEW HAVEN,6515
107477,TOP SHELF LIQUORS,300 NEW BRITAIN RD,KENSINGTON,6037
107479,GUILFORD  SHELL,490 BOSTON POST RD,GUILFORD,6437
107481,ARTAN`S PIZZA GROCERY & DELI,19 KNEEN ST,SHELTON,6484
107482,D J`S COUNTRY STORE,20 S Main St,UNIONVILLE,6085
107483,STOP & GO FOOD MART,2044 SILAS DEANE HWY,ROCKY HILL,6067
107485,AMANDA`S MINI MART,169 ELM ST,ENFIELD,6082
107486,HARVEST HILL PACKAGE STORE,330 NEW LONDON SHOPPING CTR,NEW LONDON,6320
107487,BLUE WHALE PACKAGE STORE,44 WILLIAMS AVE,MYSTIC,6355
107489,CO-OP LIQUOR STORE LLC,708 GRAND AVE,NEW HAVEN,6511
107490,CORNER STORE OF COVENTRY LLC,1428 SOUTH ST,COVENTRY,6238
107491,7-ELEVEN STORE 32525A,3 N MAIN ST,MARLBOROUGH,6447
107492,JOLLY TIME PACKAGE,874 BOSTON AVE,BRIDGEPORT,6610
107494,LAPRIMERA GROCERY & DELI,256-258 WOOD AVE,BRIDGEPORT,6605
107495,3 KINGS CORNER GULF,475 FORBES AVE,NEW HAVEN,6513
107496,ELLINGTON BUCK STOP,194 WINDSORVILLE RD,ELLINGTON,6029
107497,RAINBOW PACKAGE STORE,384 RAINBOW RD,WINDSOR,6095
107498,MAIN CONVENIENCE,2829 MAIN ST,BRIDGEPORT,6606
107500,ABSORB DISCOUNT LIQUOR,2077-2079 E MAIN ST,BRIDGEPORT,6606
107502,WINSTED NEWS & VARIETY,418 MAIN ST,WINSTED,6098
107504,7-ELEVEN STORE 11479F,461 NEW BRITAIN AVE,NEWINGTON,6111
107505,MR. BUTTS CIGARS,464 HOWE AVE,SHELTON,6484
107507,WETHERSFIELD LIQUOR,1101 SILAS DEANE HWY,WETHERSFIELD,6109
107508,JAY`S MARKET,238 King St,BRISTOL,6010
107509,GRANFIELD LIQUOR,326 GRANFIELD AVE,BRIDGEPORT,6610
107510,GAIETY PACKAGE,276 SELLECK ST,STAMFORD,6902
107511,NORTH MAIN PACKAGE STORE,141 N. MAIN ST,ANSONIA,6401
107512,RIVERSIDE WINE LIQUOR DEPOT,170 RIVERSIDE AVE,BRISTOL,6010
107513,L H MART,198 BURLINGTON AVE,BRISTOL,6010
107514,AMERICAN FOOD MART LLC,148 NORTH RD,EAST WINDSOR,6088
107515,COURTESY MOBIL GREENWICH,1129 E PUTNAM AVE,RIVERSIDE,6878
107516,MT CARMEL CHUCKYS #99,3394 Whitney Ave,HAMDEN,6514
107517,VERNA`S DELI SUB SHOP,1895 HARTFORD TNPKE,NORTH HAVEN,6473
107518,MANTRA SHELL FOOD MART,2100 Whitney Ave,HAMDEN,6518
107519,SMOKERS DISCOUNT WORLD,351 BOSTON POST RD,NORTH WINDHAM,6256
107520,FUDDY`S LIQUOR,295 WINDSOR AVE,WINDSOR,6095
107524,TAYLOR GROCERY,44 W. MAIN ST,PLANTSVILLE,6479
107525,BANK STREET EXXON,474 BANK ST,WATERBURY,6702
107526,CAGUAS LIQUOR STORE,332 BROAD ST,NEW BRITAIN,6053
107527,SMOKERS DISCOUNT WORLD,435 Main St,MANCHESTER,6040
107528,QUIK CHECK STOP,383 SHELTON,NEW HAVEN,6511
107529,F L Roberts,140 WESTON ST,HARTFORD,6120
107531,MILLDALE MOBIL,1896 MERIDEN-WATERBURY RD,MILLDALE,6467
107532,TOBACCO ROAD,1201 Boston Post Rd,MILFORD,6460
107533,SIMSBURY PETROLEUM,12 Albany Tpke,SIMSBURY,6070
107534,MIDDLESEX FOOD MART,29 MERIDEN RD,MIDDLEFIELD,6455
107535,WOLCOTT HILL LIQUOR,66 WOLCOTT HILL RD,WETHERSFIELD,6109
107536,CHESHIRE SPIRIT HOUSE,1038 SOUTH MAIN STREET,CHESHIRE,6410
107537,LAST CALL 2 WINE & SPIRITS,813 RIVER RD,SHELTON,6484
107539,ROCKY HILL FOOD MART,674 CROMWELL AVENUE,ROCKY HILL,6067
107540,THE AMSTON LIQUOR SHOPPE LLC,277 CHURCH ST,AMSTON,6231
107541,HAVEN FOOD STOP LLC,339 EASTERN ST,NEW HAVEN,6511
107542,FOOD MART,2088 HEBRON AVE,GLASTONBURY,6033
107543,FOXON BLVD CONVENIENCE CENTER,350 FOXON BLVD,NEW HAVEN,6513
107545,SMOKE STACK,25 ENFIELD ST,ENFIELD,6082
107546,ONE STOP FOOD MARKET,881 BALDWIN STREET,WATERBURY,6706
107547,CROMWELL GULF,207 WEST ST,CROMWELL,6416
107548,A Z NEWS LLC,1201 BOSTON POST RD,MILFORD,6460
107549,7-ELEVEN STORE #15497C,237 MERROW RD,TOLLAND,6084
107550,LITTLE ROOSTER LIQUORS,363 MAIN STREET,DURHAM,6422
107551,HUNTINGTON PACKAGE STORE,54 HUNTINGTON PLAZA,SHELTON,6484
107552,7-ELEVEN STORE 11478B,1969 Silas Deane Hwy,ROCKY HILL,6067
107553,NORTON PACKAGE STORE,1566 CHAPEL ST,NEW HAVEN,6511
107554,RUSS`S MARKET,754 NORTH MAIN STREET,NORWICH,6360
107556,SNAXX PLUS,1123 Meriden-Waterbury Rd,PLANTSVILLE,6479
107557,NEW HAVEN UNION NEWS INC,50 UNION AVE,NEW HAVEN,6519
107558,DB MART  #776,204 BOSWELL AVENUE,NORWICH,6360
107559,QUINNIPIAC GROCERIES LLC,688 QUINNIPIAC AVENUE,NEW HAVEN,6511
107560,LONGHILL PACKAGE STORE,974 Burnside Ave,EAST HARTFORD,6108
107561,FAIR HAVEN QUALITY SUPERMARKET,70 GRAND AVENUE,NEW HAVEN,6513
107562,BROOKLYN MARKET,107 HARTFORD ROAD,BROOKLYN,6234
107563,GLENWOOD MARKET,153 GLENWOOD RD,CLINTON,6413
107564,LIQUOR LAND INC.,2165 Dixwell Ave,HAMDEN,6514
107565,BUTTHEAD`S TOBACCO EMPORIUM,5 PADANARAM RD,DANBURY,6811
107567,SMOKERS DISCOUNT WORLD,41 WINDSOR AVENUE,VERNON,6066
107568,KRAUSZER`S FOOD STORE,911 CAMPBELL AVENUE,WEST HAVEN,6516
107570,TRAVEL CAFE,35 JOHN STREET,BRIDGEPORT,6604
107571,ORCHARD MARKET,738 ORCHARD STREET,NEW HAVEN,6511
107572,J.J`S DELI,123 NAUGATUCK AVENUE,MILFORD,6460
107573,NORTHEND MINI MARKET,1486 Reservoir Ave,BRIDGEPORT,6606
107574,SAMS NEWS,60 ACCESS RD,STRATFORD,6615
107575,SILVER TRAY DELI & CATERING,60 Walsh Ave,NEWINGTON,6111
107577,Sams Food Store,653 CENTER STREET,MANCHESTER,6040
107578,A & D LIQUOR STORE,38 S Turnpike Rd,WALLINGFORD,6492
107580,BRANDS STORE,932 E MAIN ST,BRIDGEPORT,6608
107581,BROOKFIELD AMOCO,177 FEDERAL RD,BROOKFIELD,6804
107582,BIFF`S PACKAGE STORE,51 MONROE TURNPIKE,TRUMBULL,6611
107584,SPEEDY MART FOOD STORE,109 MEADOWSIDE RD,MILFORD,6460
107585,HODGES SQUARE WINE & SPIRITS,393 WILLIAMS ST,NEW LONDON,6320
107586,COUNTRY CONVENIENCE,385 BEAUMONT HIGHWAY,LEBANON,6249
107587,AVERY MARKET,2 SCHENNECOSETTE RD,GROTON,6340
107588,AMOCO,12 LAKE AVE EXT,DANBURY,6811
107589,GETTY MART OF WATERBURY,993 HAMILTON AVE,WATERBURY,6706
107590,CHECK CASHING AND MORE,1219 E MAIN ST,BRIDGEPORT,6608
107591,ADAM`S IGA SUPERMARKET,224 Captain Thomas Blvd,WEST HAVEN,6516
107593,FOOD STATION PLUS #102,1195 N. Colony Rd,WALLINGFORD,6492
107594,7-ELEVEN STORE #19960G,276 SOUTH MAIN STREET,NEW BRITAIN,6051
107595,CHESTERFIELD LIQUOR,1596 RTE 85,OAKDALE,6370
107596,BROOKLYN XTRA MART,409 PROVIDENCE RD Rte 6,BROOKLYN,6234
107597,MILLBROOK WINES & LIQUORS LLC,330 POQUONOCK AVE,WINDSOR,6095
107598,7-ELEVEN STORE #15033-A,393 Burnside Ave,EAST HARTFORD,6108
107600,ADRIANS LANDING PACKAGE STORE,29 CHARTER OAK AVENUE,HARTFORD,6106
107601,C & C DISCOUNT WINES & LIQUORS,29 NEWTOWN ROAD,DANBURY,6810
107602,EXXON FOOD MART,254 FLANDERS RD,NIANTIC,6357
107603,ORTIZ MARKET,727 E MAIN ST,BRIDGEPORT,6608
107604,WINE & LIQUOR JUNCTION,400 BRIDGEPORT AVE,MILFORD,6460
107605,Sams Food Store,244 FARMS VILLAGE RD,WEST SIMSBURY,6092
107606,HOPE VARIETY STORE,260 HOPE STREET,STAMFORD,6906
107607,ADVANCED GAS CO INC,925 BLUE HILLS AVE,BLOOMFIELD,6002
107608,MY CONVENIENCE STORE,247-A BOSTON POST RD,EAST LYME,6333
107609,OLD DUTCH PACKAGE STORE,269 HANOVER ST,MERIDEN,6450
107610,P & M MARKET,3 S 2nd AVE,TAFTVILLE,6380
107611,MUKIE MART,221 NEWFIELD ST,MIDDLETOWN,6457
107612,WASHINGTON ST. CHUCKYS,275 Washington St,NORWICH,6360
107613,BUCKINGHAM SPIRIT SHOP,384 BUCKINGHAM STREET,OAKVILLE,6779
107614,HOLIDAY HOUSE,500 NEW HAVEN AVE,DERBY,6418
107616,EZ STOP,436 BROAD ST,BRISTOL,6010
107618,EAST MAIN DELI & GROCERY,613 EAST MAIN STREET,STRATFORD,6615
107619,STOP & GO FOOD MART,682 Queen St,SOUTHINGTON,6489
107620,FAIRVIEW DAIRY,33 WHARTONBROOK DRIVE,WALLINGFORD,6492
107621,STOP & SHOP #645,1309 CORBIN AVE,NEW BRITAIN,6053
107622,STOP & SHOP #603,15 Franklin St,SEYMOUR,6483
107623,SMOKER`S DISCOUNT WORLD,399 MAIN STREET,EAST HARTFORD,6118
107624,SCOTTYS M & M SPIRITS,1 JEWETT CITY RD,TAFTVILLE,6380
107625,CJ`S DELI,105 WEST AVENUE,NORWALK,6854
107626,GOLDEN LEAF CIGAR SHOP,2268 BLACK ROCK TPKE,FAIRFIELD,6432
107627,TONY GALLOS HI-WAY PKG STORE,88 NORTH ST,DANBURY,6810
107628,DISCOUNT CORNER,966 MAIN STREET,BRIDGEPORT,6604
107629,MONACO`S DISCOUNT LIQUOR,2178 MADISON AVENUE,BRIDGEPORT,6606
107630,NORTH STREET GULF,113 NORTH ST,DANBURY,6811
107631,HARTFORD MARKET,220 PARK STREET,HARTFORD,6106
107635,WESTVILLE WINES,837 Whalley Ave,NEW HAVEN,6515
107636,7-ELEVEN STORE #32520A,2711 BOSTON TPKE,COVENTRY,6238
107637,HAZARDVILLE PACKAGE STORE,306 HAZARD AVE,ENFIELD,6082
107638,GETTY MART OF MANCHESTER,886 Hartford Rd,MANCHESTER,6040
107640,Mom & Pop Discount Liquors,184 SHUNPIKE RD RTE 3,CROMWELL,6416
107641,HARRY T`S DELI,249 ROUTE 39,NEW FAIRFIELD,6812
107642,SMOKERS DISCOUNT WORLD,518 SALMON BROOK ST,GRANBY,6035
107643,SAM`S FOOD STORE,55 MAIN ST,CENTERBROOK,6409
107644,DINA`S DELI,235 MAIN STREET,NORWALK,6851
107645,S & S MINIMART LLC,62 ELM STREET,WEST HAVEN,6516
107646,EXXON,47 JEROME AVENUE,BLOOMFIELD,6002
107647,KRAUSZER`S FOOD STORE,36 FAIRVIEW AVE,HAMDEN,6514
107648,CHAPLIN PACKAGE STORE,169 WILLIMANTIC RD,CHAPLIN,6235
107649,CITGO,986 SOUTH MAIN STREET,CHESHIRE,6410
107650,DOUG`S LIQUOR STORE,157 WINCHESTER AVENUE,NEW HAVEN,6515
107652,LOS PRIMOS GROCERY STORE #2,64 ROOSEVELT ST,BRIDGEPORT,6608
107653,MAIN STREET CONVENIENCE PLUS,994 MAIN STREET,EAST HARTFORD,6108
107654,KRAUSZER`S FOOD STORE,117-121 BERLIN RD,CROMWELL,6416
107655,NORTH PACKAGE STORE,168 NORTH STREET,NEW BRITAIN,6051
107656,MULTI FOOD MART,485 NORTH MAIN ST,MANCHESTER,6040
107657,WESTPORT NEWS PLUS VARIETY,1535 POST ROAD EAST,WESTPORT,6880
107658,SHELL CONVENIENCE MART,196 EAST MAIN STREET,CLINTON,6413
107659,NICK`S VARIETY #2,2032 MAIN STREET,BRIDGEPORT,6606
107660,PARAMOUNT LIQUOR STORE,351 WHALLEY AVENUE,NEW HAVEN,6511
107661,VILLAGE WAREHOUSE LIQUOR #2,280 NORTH BRANFORD RD,NORTH BRANFORD,6471
107662,WATERTOWN FARM MARKET,1030 Litchfield Rd,WATERTOWN,6795
107663,NEWTOWN SHELL,67 CHURCH HILL RD,NEWTOWN,6470
107664,FIVE CORNER`S DELI,295 PEQUOT AVENUE,SOUTHPORT,6490
107665,CONVENIENCE PLUS,2802 SUMMER STREET,STAMFORD,6905
107666,TEX`S CORK & KEGS,716 Norwich Rd,PLAINFIELD,6374
107667,Sams Food Store,287 BLAKE ST,NEW HAVEN,6515
107668,BARNUM DISCOUNT LIQUOR,2248 BARNUM AVE,STRATFORD,6615
107669,PHONTHIP LIQUORS,1518 MAIN STREET,EAST HARTFORD,6108
107670,J FOOD MART,487 EAST MAIN ST,BRANFORD,6405
107673,CORNER GROCERY LLC,195 LLOYD ST,NEW HAVEN,6513
107674,BAKER`S PACKAGE STORE,646 FERRY ST,NEW HAVEN,6513
107675,WESTSIDE WINE & SPIRITS,8 HOPE HILL RD,WALLINGFORD,6492
107676,CARIBBEAN MARKET,424 ARCH STREET,NEW BRITAIN,6051
107678,BROOKSIDE PACKAGE STORE,1024 BROAD STREET,MERIDEN,6450
107679,M & M DISCOUNT LIQUORS,80 Wolcott St,BRISTOL,6010
107680,KORNER GROCERY & DELI,757 MERIDEN RD,WATERBURY,6705
107681,TURNPIKE GROCERY & CONV,69 TURNPIKE RD,WALLINGFORD,6492
107682,SQUAW HOLLOW XTRA MART,9 Nott Hwy Jct Rte 44/74,ASHFORD,6278
107683,FAIRFIELD WINE & LIQUOR,296 FAIRFIELD AVE,WATERBURY,6708
107684,PC TWO,11 MARION AVE,PLANTSVILLE,6479
107685,EXIT 4 PACKAGE STORE,2 MILL RIDGE RD UNIT 4,DANBURY,6810
107686,CORIES CORNER,217 DERBY TPKE,ORANGE,6477
107687,GETTY MART,30 MAIN ST,BRANFORD,6405
107688,MIDWAY MOBIL 09,568 Norwich NL Tpke,UNCASVILLE,6382
107689,E.G.P. MOBIL 01,589 New London Tpke,NORWICH,6360
107690,A&J BP 03,407 Jackson Ave.,WILLIMANTIC,6226
107691,LISBON MOBIL 85,107 River Rd,LISBON,6351
107692,PARKWAY MOBIL 89,1001 N Colony Rd,WALLINGFORD,6492
107693,VOLUNTOWN MOBIL 96,251 Main St.,VOLUNTOWN,6384
107694,GUILFORD MOBIL 90,500 Boston Post Rd,GUILFORD,6437
107695,NORWICH MOBIL 58,162 West Town St,NORWICH,6360
107696,DAYVILLE MOBIL 51,599 Hartford Tpke,DAYVILLE,6241
107697,SAYBROOK CHUCKY`S #07,685 Boston Post Rd,OLD SAYBROOK,6475
107698,CITGO GAS & FOOD,300 WHITE ST,DANBURY,6810
107699,WEST SIDE SPIRITS,716-718 WEST ST,SOUTHINGTON,6489
107700,HAYESTOWN VARIETY STORE,2 E. HAYESTOWN RD,DANBURY,6811
107701,FAIRFIELD EXXON,1139 POST RD,FAIRFIELD,6430
107703,PINE MEADOW PACKAGE,488 SPRING ST,WINDSOR LOCKS,6096
107704,TORPEY`S CONVENIENCE STORE,33 DANBURY RD,WILTON,6897
107705,MINI MART,1376 BERLIN TPKE,KENSINGTON,6037
107706,BLACK ROCK CONVIENENCE,400 Watertown Rd,THOMASTON,6787
107707,BROWN ST MARKET,28 Brown St,WEST HAVEN,6516
107708,LEDYARD MOBIL,749 Colonel Ledyard Hwy,LEDYARD,6339
107709,ISABELA`S MARKET,720 BROAD ST,HARTFORD,6106
107710,VALLEY WIRELESS,469 Rubber Ave,NAUGATUCK,6770
107711,TONYS SMOKE SHOP OUTLET,2738 MAIN ST,BRIDGEPORT,6606
107712,KELLY MART,25 NEW HAVEN AVE,DERBY,6418
107714,WESTFIELD STORE,945 CROMWELL AVE,ROCKY HILL,6067
107715,PARK AVE GETTY,1235 PARK AVE,BRIDGEPORT,6604
107716,CSR GETTY,540 DERBY AVE,WEST HAVEN,6516
107717,DAYVILLE FINE WINES AND SPIRIT,13 RAILROAD AVE,DAYVILLE,6241
107718,CHRISTINA GROCERY,227 Sisson Ave,HARTFORD,6105
107719,HONEY PLUS,224 STATE ST,NEW LONDON,6320
107720,GEORGE`S HILL TOP CONVENIENCE,175 PEQUONNOCK AVE,BRIDGEPORT,6604
107721,NORWALK EXXON,347 MAIN AVE,NORWALK,6851
107722,L & G ITALIAN DELI,425 W. MAIN ST,STAMFORD,6902
107723,Quick Mart,592 HEBRON AVE,GLASTONBURY,6033
107724,GUILFORD CITGO,455 BOSTON POST RD,GUILFORD,6437
107725,TORRINGTON SUNOCO # 605,294 South St,TORRINGTON,6790
107726,ALBANY AVE MOBIL,1510 Albany Ave,HARTFORD,6112
107727,TERRYVILLE FL ROBERTS EXXON #607,110 Main St,TERRYVILLE,6786
107728,RESERVOIR SUNOCO #651,46 Farmington Ave,FARMINGTON,6032
107729,STOP LITE DELI,4 BALDWIN AVE,MILFORD,6460
107730,1ST AVE DELI,818-B First Ave,WEST HAVEN,6516
107732,RELIABLE LIQUORS,101 ELIZABETH ST,DERBY,6418
107733,7-ELEVEN # 32946A,183 S. MAIN ST,EAST WINDSOR,6088
107734,Down Town Corner & Variety LLC,966 MAIN ST,BRIDGEPORT,6604
107735,NEW ENGLAND MOBIL,54 NEW HAVEN RD,SEYMOUR,6483
107737,CON MINI MARKET LLC,190 W MAIN ST,STAMFORD,6902
107738,LEVI`S EXPRESS MART LLC,833 SUCCESS AVE,STRATFORD,6614
107739,KING DISCOUNT LIQUORS,1818 BARNUM AVE,BRIDGEPORT,6610
107740,BOSTON AVENUE AMOCO,540 BOSTON AVE,BRIDGEPORT,6610
107741,7-ELEVEN STORE #32514B,706 MAIN ST,MANCHESTER,6040
107742,SNACK PLUS DELI LLC,1555 DIXWELL AVE,HAMDEN,6514
107744,GETTY MART,44 SOUTH ST,BRISTOL,6010
107745,SMOKERS DISCOUNT WORLD,939 FOXON RD,NEW HAVEN,6513
107746,PLAINS ROAD EXXON,118 PLAINS ROAD,MILFORD,6460
107747,DAIRY MARKET,241 SILVER LN,EAST HARTFORD,6108
107748,Ansonia Smoke & Conv LLC,262 MAIN ST,ANSONIA,6401
107750,PIN SHOP LIQUOR,10 MAIN STREET,OAKVILLE,6779
107751,DB MART,619 S MAIN ST,MIDDLETOWN,6457
107752,G&F GROCERY,179 MATHER ST,HARTFORD,6120
107753,ROYAL TOBACCO & CONV STORE,235 FEDERAL RD,BROOKFIELD,6804
107754,MIKE`S MARKET LLC,375 CAPITAL AVE,BRIDGEPORT,6606
107755,THRIFTY LIQUORS,17 FARMINGTON AVE,PLAINVILLE,6062
107756,ATWOOD LIQUOR,3395 Main St,HARTFORD,6120
107757,KIEN ORIENTAL MARKET,1801 PARK ST,HARTFORD,6106
107758,ENFIELD MARKET,138 WEYMOUTH RD,ENFIELD,6082
107759,WAYSIDE LIQUORS,2738 S MAIN ST,WATERBURY,6706
107764,SHAWS SUPERMARKET,775 Main St S,SOUTHBURY,6488
107765,SHAWS SUPERMARKET,605 Post Rd E,WESTPORT,6880
107766,SHAWS SUPERMARKET,36 Pine St,NEW CANAAN,6840
107767,SHAWS SUPERMARKET,25 Old Kings Hwy,DARIEN,6820
107768,STOP & SHOP #616,161 W PUTNAM AVE,GREENWICH,6831
107769,STOP & SHOP #612,11 GLEN RIDGE RD,GREENWICH,6831
107771,ROCKY HILL SERVICE STATION,1801 SILAS DEANE HWY,ROCKY HILL,6067
107772,WHALING CITY SPIRITS,207 MONTAUK AVENUE,NEW LONDON,6320
107773,WHALING CITY SPIRITS,291 CONNECTICUT AVE,NEW LONDON,6320
107774,"TIRE EXPRESS, LLC",38 BROADWAY,NORTH HAVEN,6473
107775,LIQUOR WORLD,136 BERLIN RD UNIT 105,CROMWELL,6416
107777,VERNON CITGO,229 TALCOTTVILLE RD,VERNON,6066
107778,JAMAL MARKET,1141 E MAIN ST,BRIDGEPORT,6608
107779,STOP & SAVE FOOD MART,583 ENFIELD ST,ENFIELD,6082
107781,FLEET BOSTON FOUNDERS PLAZA,99 Founders Plaza,EAST HARTFORD,6108
107782,7-ELEVEN STORE #19697F,502 SAWMILL RD,WEST HAVEN,6516
107783,EZ STOP,3355 MAIN ST,STRATFORD,6497
107784,TRI-STATE MINI MARKET,293 COOK AVE,SOUTH MERIDEN,6451
107785,DOWNTOWN VARIETY NEWS,29 W MAIN ST,MERIDEN,6450
107786,MT CARMEL MARKET & DELI,3837 WHITNEY AVE,HAMDEN,6518
107787,BRANFORD FOOD MART,202 EAST MAIN ST,BRANFORD,6405
107788,"J&D GREENWOOD AVE., INC.",203 GREENWOOD AVE,BETHEL,6801
107789,VIA ROMA ITALIAN DELI,177 Main St,NORWALK,6851
107791,DB MART,1916 POQUONOCK AVE,WINDSOR,6095
107792,SHAN`S FOOD STORE,565 W. MAIN ST,NORWICH,6360
107794,7-ELEVEN STORE #32518A,283 BROAD ST,NEW LONDON,6320
107795,DWIGHT STREET MARKET INC,89 Dwight St.,NEW BRITAIN,6051
107796,STATION DELI,1700 POST RD,FAIRFIELD,6430
107797,Shahs Food Store,875 Windham Road,SOUTH WINDHAM,6266
107798,G & G PACKAGE STORE,144 Lewis Ave,MERIDEN,6450
107799,STOP N SAVE,81 POQUONNOCK RD,GROTON,6340
107800,RED SEA DELI & VARIETY,113 W MAIN ST,STAMFORD,6902
107801,DELAVAN DELI,302 Delavan Ave.,GREENWICH,6831
107802,BROCHU`S MARKET,1277 Stafford Ave,BRISTOL,6010
107803,HUNTINGTON BUCKSTOP,429 SHELTON AVE,SHELTON,6484
107804,WESTVILLE QUALITY MARKET,243 Alden Ave.,NEW HAVEN,6515
107805,MY STORZ LLC,510 FARMINGTON AVE,BRISTOL,6010
107806,FAITH LIQUOR,252 CHASE AVE,WATERBURY,6704
107809,PETE & D`S DELI,1914 MAIN ST,BRIDGEPORT,6604
107810,NEFTY`S MINI MART,1012 GRAND ST,BRIDGEPORT,6604
